	90763_231C_S65_L001_R1_001	90763_232C_S66_L001_R1_001	90763_236C_S67_L001_R1_001	90763_237C_S68_L001_R1_001	90763_238C_S69_L001_R1_001	90768_005C_S70_L001_R1_001	90768_009C_S71_L001_R1_001	90768_014C_S72_L001_R1_001	90768_015C_S73_L001_R1_001	90768_018C_S74_L001_R1_001	90768_027C_S75_L001_R1_001	90768_029C_S76_L001_R1_001	90768_034C_S77_L001_R1_001	90768_040C_S78_L001_R1_001	90768_042C_S79_L001_R1_001	90768_044C_S80_L001_R1_001	90768_054C_S81_L001_R1_001	90768_055C_S82_L001_R1_001	90768_056C_S83_L001_R1_001	90768_057C_S84_L001_R1_001	90768_061C_S85_L001_R1_001	90768_064C_S86_L001_R1_001	90768_067C_S87_L001_R1_001	90768_075C_S88_L001_R1_001	90768_076C_S89_L001_R1_001	90768_077C_S90_L001_R1_001	90768_078C_S91_L001_R1_001	90768_083C_S92_L001_R1_001	90768_084C_S93_L001_R1_001	90768_088C_S94_L001_R1_001	90768_090C_S95_L001_R1_001	90768_104C_S96_L001_R1_001
Tpa_5241_1	2,0	1,0	12,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	1,0	0,0	0,0	0,0	1,0	0,0	0,0	0,1	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	7,0	0,0	0,0	0,0	0,0	0,0
Tpa_5242_1	15,0	2,1	18,19	1,0	2,1	3,0	0,1	0,0	2,2	0,0	1,0	2,0	0,0	2,0	0,1	0,0	0,0	2,1	0,0	0,0	0,0	2,0	0,0	0,0	0,0	0,0	8,0	0,1	0,1	0,0	0,0	0,0
Tpa_5244_1	135,0	38,0	115,0	3,8	23,11	66,0	1,1	1,2	20,7	3,0	49,0	17,0	7,0	26,0	51,0	12,2	5,0	65,0	8,0	64,0	0,1	35,0	8,0	1,0	3,0	0,0	55,0	10,0	10,0	5,0	2,0	1,0
Tpa_5249_1	0,0	0,0	2,0	0,0	0,0	0,1	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	1,0	0,0	0,0	0,0	0,0	0,0
Tpa_5270_1	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0
Tpa_5278_1	11,0	0,0	0,23	0,0	0,2	0,0	0,0	0,0	0,0	0,0	0,2	0,1	0,0	1,0	0,0	0,2	0,0	0,3	0,0	0,1	0,0	0,0	0,0	0,0	0,0	0,0	0,3	0,0	0,0	0,0	0,0	0,0
Tpa_5279_1	1,0	1,0	1,0	0,0	0,0	1,0	0,0	0,0	1,0	0,0	0,0	3,0	0,0	0,0	0,0	0,0	0,0	3,0	0,0	1,0	0,0	0,0	0,0	0,0	0,0	0,0	3,0	0,0	0,0	0,0	0,0	0,0
Tpa_5292_1	0,122	0,25	67,50	10,7	20,22	3,19	0,0	0,1	0,23	0,4	0,36	0,90	0,3	0,16	13,11	0,24	0,1	0,29	0,4	0,44	0,4	0,0	0,2	0,3	2,0	2,2	0,137	0,1	3,8	0,6	0,1	0,0
Tpa_5298_1	0,15	0,6	1,53	0,0	0,1	10,21	0,0	0,0	0,0	0,0	0,1	0,7	0,0	0,0	0,0	0,1	0,0	0,2	0,0	0,0	0,0	1,1	0,0	0,0	0,0	0,2	0,1	0,0	0,0	0,0	0,0	0,0
Tpa_5327_1	50,0	19,0	72,6	4,0	22,0	35,0	2,0	0,0	6,0	0,0	15,0	8,0	0,0	1,0	10,0	13,0	1,0	11,0	0,0	0,0	0,0	0,0	6,0	2,0	0,0	3,0	53,0	1,0	3,0	1,0	2,0	0,0
Tpa_5360_1	0,0	0,0	0,2	0,0	0,0	0,0	0,0	0,0	0,0	0,1	0,0	0,0	0,0	1,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,1	0,0	0,0	0,0	0,0	0,0	0,1	0,0	0,0
Tpa_5361_1	3,11	0,1	17,0	0,0	0,0	2,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	1,1	0,0	0,3	0,0	2,0	0,0	1,0	0,0	0,0	1,0	2,0	0,0	0,0	4,0	0,0	1,0	1,0	0,0	0,0
Tpa_5373_1	0,1	0,0	5,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	1,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0
Tpa_5379_1	131,0	49,0	113,0	1,0	20,0	83,0	0,0	1,0	3,0	2,0	5,0	41,0	1,0	4,0	3,0	13,0	2,0	14,0	1,0	3,11	4,0	2,0	2,0	2,0	0,1	8,0	24,0	5,0	4,0	0,0	0,0	0,0
Tpa_5382_1	54,0	25,0	33,0	1,0	20,0	26,0	3,0	0,0	9,0	10,0	6,0	39,1	2,0	7,0	12,0	20,0	2,0	18,0	1,0	19,0	3,0	3,0	1,0	2,0	2,0	10,0	46,0	2,0	5,0	4,0	1,0	0,0
Tpa_5418_1	47,35	20,0	89,0	16,0	29,25	39,0	2,0	0,0	9,11	1,0	42,0	23,0	1,0	26,1	9,11	9,5	0,0	51,0	0,0	32,0	1,0	16,0	8,0	2,0	1,0	2,0	142,0	1,0	7,1	8,0	1,0	0,0
Tpa_5441_1	0,111	0,9	0,124	0,5	0,5	0,44	0,0	0,0	0,5	0,1	0,11	0,13	0,1	0,3	0,3	0,4	0,1	0,32	0,1	0,10	0,0	0,3	0,0	0,1	0,2	0,1	0,34	0,2	0,9	0,1	0,0	0,0
Tpa_5445_1	39,34	0,22	0,127	0,3	13,11	13,14	0,1	0,1	6,2	0,1	11,4	7,10	0,0	0,3	0,10	7,7	0,1	34,0	1,0	0,2	0,0	0,8	0,1	1,0	1,0	0,2	25,20	0,0	1,0	1,0	0,0	0,0
Tpa_5446_1	24,0	2,0	38,0	0,0	0,0	4,0	0,0	0,0	1,1	2,0	2,0	4,0	0,0	0,0	0,0	0,0	0,0	2,0	0,0	1,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0
Tpa_5454_1	3,2	0,0	10,8	0,0	0,2	0,7	0,1	0,0	0,0	0,0	0,0	1,0	0,0	0,0	0,1	0,0	0,0	1,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	2,0	0,0	0,0	0,0	0,1	0,0
Tpa_5471_1	243,0	70,0	186,0	250,0	0,0	0,0	205,0	0,0	257,0	145,86	397,0	1,0	181,0	217,0	369,0	143,0	202,0	138,0	134,0	1,0	2,0	338,0	170,0	13,0	154,0	449,0	548,0	0,0	2,0	289,162	88,0	2,0
Tpa_5485_1	6,0	5,0	0,0	6,3	12,0	0,0	0,0	0,0	13,0	0,0	20,0	2,0	0,0	1,0	4,0	1,0	0,0	28,0	4,0	21,0	0,0	4,0	2,0	0,0	4,0	0,0	9,0	2,0	15,1	1,0	1,0	0,0
Tpa_5501_1	0,6	1,1	0,18	0,0	0,1	0,2	0,1	0,0	0,0	0,0	0,0	0,1	0,0	0,0	0,0	0,1	0,0	0,2	0,0	0,0	0,0	0,1	0,0	0,0	0,0	0,1	0,5	0,0	1,0	0,0	0,0	0,0
Tpa_5525_1	0,64	0,24	63,72	0,7	0,15	14,11	0,2	0,0	0,9	0,1	7,9	0,14	0,0	0,3	1,8	0,14	0,0	2,23	0,0	0,7	0,0	7,0	0,1	0,1	0,0	0,0	32,20	0,2	0,6	0,1	0,0	0,0
Tpa_5538_1	0,0	0,1	1,1	0,0	0,0	0,0	0,0	0,0	0,3	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,1	0,0	0,0	0,0	0,0	0,0	0,0	0,4	0,1	0,0	0,0	0,0	0,0
Tpa_5540_1	3,0	0,0	1,0	0,0	0,0	1,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	1,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0
Tpa_5542_1	0,0	0,0	1,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0
Tpa_5563_1	0,0	0,1	0,4	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,1	0,0	0,0	0,0	0,0	0,0
Tpa_5565_1	130,0	42,36	0,198	6,2	84,0	162,0	2,0	0,1	31,0	27,0	62,95	102,0	1,5	25,18	88,0	41,31	0,1	75,1	5,0	25,39	4,0	70,0	25,0	4,0	12,0	9,13	227,0	4,0	14,0	20,0	0,0	0,0
Tpa_5570_1	0,4	0,0	0,7	0,0	0,0	0,0	0,0	0,0	0,0	0,1	0,0	0,0	0,1	0,0	1,1	0,1	0,0	0,1	0,0	0,1	0,0	0,1	0,0	0,0	0,0	0,0	0,0	0,1	0,0	0,1	0,0	0,0
Tpa_5574_1	2,1	0,0	2,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	1,0	1,0	0,0	0,0	0,0	0,0	0,0	5,0	0,0	1,0	0,0	1,0	0,0	0,0	0,0	1,0	4,0	1,1	2,0	0,0	1,0	0,0
Tpa_5588_1	297,0	88,0	247,0	192,0	216,0	82,0	5,0	2,0	179,0	16,0	226,0	132,0	11,8	145,0	92,50	86,0	10,0	203,0	49,0	302,0	5,6	156,0	51,1	2,0	36,1	58,0	459,1	48,0	141,0	27,0	8,0	0,0
Tpa_5594_1	2,0	2,0	6,0	1,0	4,0	3,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	2,0	0,0	0,0	2,0	0,0	1,0	0,0	0,0	0,0	0,0	0,0	0,0	1,0	0,0	1,0	0,0	0,0	0,0
Tpa_5601_1	0,38	0,2	0,54	0,1	0,2	8,5	0,0	0,0	0,1	0,0	0,2	2,0	0,0	0,0	0,0	3,2	0,0	0,4	0,0	0,3	0,0	0,3	0,1	0,0	0,1	0,1	0,4	0,0	0,0	0,2	0,0	0,0
Tpa_5609_1	1,0	0,0	0,0	0,0	1,0	1,0	0,0	0,0	3,0	0,0	3,0	0,0	0,0	0,0	0,0	1,0	0,0	1,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	1,0	3,0	0,0	1,0	1,0	0,0	0,0
Tpa_5623_1	120,0	26,0	149,0	4,0	14,0	24,0	2,0	0,0	8,0	2,0	24,0	8,0	2,0	2,0	12,0	12,0	1,0	32,0	2,0	7,0	0,0	11,0	2,0	2,0	4,0	5,0	57,0	2,0	3,0	3,0	1,0	0,0
Tpa_5636_1	0,1	0,0	0,1	0,0	0,0	1,0	0,0	0,0	0,0	0,0	0,0	0,1	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,1	0,0	0,0	0,0	0,0	0,0
Tpa_5651_1	0,6	0,1	0,7	0,0	0,2	0,2	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,1	0,0	0,0	0,1	0,0	0,1	0,0	0,0	0,0	0,1	0,0
Tpa_5679_1	0,9	1,2	0,9	0,2	0,4	0,3	0,0	0,0	0,0	0,1	0,2	0,1	0,0	1,0	0,1	0,0	0,0	0,1	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,1	0,5	0,0	0,0	0,2	0,0	0,0
Tpa_5741_1	8,0	0,2	12,0	2,0	2,0	2,0	0,0	0,0	0,0	0,0	2,0	2,0	0,0	0,0	2,0	1,0	1,0	8,0	0,0	1,0	0,0	1,0	0,0	0,0	0,0	1,0	9,0	2,0	1,0	2,0	0,0	0,0
Tpa_5761_1	0,3	0,1	0,8	0,0	0,1	0,5	0,0	0,0	0,0	0,0	0,1	0,0	0,0	0,0	0,0	0,0	0,0	0,1	0,0	0,0	0,0	0,0	0,0	0,0	0,0	1,0	0,4	0,0	0,0	0,0	0,0	0,0
Tpa_5774_1	0,3	0,2	0,27	0,0	0,1	0,6	0,0	0,0	0,0	0,0	0,0	0,1	0,0	0,0	0,0	0,2	0,0	0,1	0,0	0,1	0,0	0,1	0,1	0,0	0,0	0,0	0,1	0,0	0,0	0,3	0,1	0,0
Tpa_5795_1	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0
Tpa_5796_1	12,0	3,0	59,0	0,0	0,2	4,9	0,0	0,0	0,0	1,0	2,0	0,2	0,0	1,0	0,3	1,0	0,0	5,0	0,0	1,0	0,0	0,0	0,0	0,0	0,0	0,0	6,2	0,0	1,0	0,0	0,0	0,0
Tpa_5823_1	0,15	0,1	0,46	0,0	0,0	0,16	0,0	0,0	0,0	1,0	0,0	0,2	0,0	0,1	0,0	0,2	0,0	0,1	0,0	0,1	0,0	0,1	0,0	0,0	0,0	0,1	0,2	0,0	0,0	0,0	0,0	0,0
Tpa_5827_1	0,13	0,3	0,26	0,0	0,2	5,0	0,0	0,0	0,0	0,0	0,1	0,0	0,1	2,0	0,0	0,0	0,0	0,2	0,0	1,0	0,0	0,2	0,1	0,0	0,1	0,0	0,4	0,0	0,1	0,0	0,0	0,0
Tpa_5829_1	0,0	0,0	1,1	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0
Tpa_5838_1	96,0	8,0	54,50	1,0	5,0	63,0	0,0	1,0	3,0	0,0	4,0	23,0	0,0	4,0	1,0	5,0	0,0	6,0	0,0	2,0	0,0	2,0	0,0	1,0	0,0	0,0	12,0	0,0	0,0	0,0	0,0	0,0
Tpa_5854_1	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0
Tpa_5856_1	0,8	0,0	3,0	0,1	0,0	0,2	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,1	0,2	0,0	0,0	0,0	0,1	0,0	0,0	0,0	0,1	0,0	0,0	2,0	0,0	0,0	0,0	0,0	0,0
Tpa_5863_1	0,15	0,2	0,23	0,0	0,2	1,1	0,0	0,0	0,0	0,0	0,1	0,4	0,0	0,0	0,1	0,0	0,0	2,2	0,0	0,1	0,0	0,0	0,1	0,0	0,0	0,0	0,8	0,0	0,0	0,1	0,0	0,0
Tpa_5868_1	0,0	0,0	1,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0
Tpa_5878_1	8,8	1,0	68,0	0,0	5,0	8,5	0,0	0,0	1,0	0,0	4,0	5,0	0,0	1,0	0,0	7,0	1,0	9,0	0,0	0,0	0,0	3,0	0,0	1,0	0,0	0,0	0,0	0,0	0,0	2,0	0,0	0,0
Tpa_5913_1	13,18	3,6	55,0	0,0	0,5	16,28	0,0	0,0	2,0	0,0	0,1	4,9	0,0	3,0	1,0	3,3	0,0	2,3	0,0	0,6	1,0	2,0	0,1	2,0	0,0	1,0	7,0	0,0	1,0	1,0	0,0	0,0
Tpa_5917_1	11,18	0,3	24,40	0,1	4,0	0,16	0,0	0,0	0,1	0,0	0,1	0,10	0,0	0,2	1,0	0,2	0,0	0,2	0,0	0,3	0,0	0,2	0,0	0,0	0,0	0,0	0,6	0,0	0,0	0,0	0,0	0,0
Tpa_5942_1	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0
Tpa_5951_1	0,7	0,1	0,2	0,0	0,2	0,3	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,1	0,0	0,0	0,1	0,0	0,1	0,0	0,3	0,1	0,0	0,1	0,0	0,2	0,1	0,0	0,0	0,0	0,0
Tpa_5961_1	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	1,0	0,0	0,0	0,0	0,0
Tpa_5978_1	0,43	0,14	0,53	0,5	0,14	0,5	0,0	0,0	0,11	0,2	0,10	0,13	0,0	0,4	0,8	0,6	0,0	0,24	0,2	0,17	0,1	0,9	0,2	0,2	0,3	1,0	0,27	0,1	0,6	0,5	0,0	0,0
Tpa_5980_1	12,6	1,0	31,14	0,0	1,0	2,0	1,0	0,0	0,0	0,0	2,0	1,0	0,0	0,0	0,0	1,0	0,0	4,2	0,0	0,0	0,0	1,0	0,0	0,0	0,0	1,0	0,3	0,0	1,0	0,0	0,0	0,0
Tpa_6016_1	48,0	0,0	0,86	1,0	2,0	6,0	0,0	0,0	2,0	0,0	0,0	10,0	0,0	2,0	1,0	0,2	0,0	1,1	0,0	0,1	1,0	1,0	0,0	0,0	0,0	0,0	3,1	0,0	0,0	4,0	0,0	0,0
Tpa_6076_1	1,0	0,0	0,4	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,1	0,0	0,0	0,0	0,0	1,0	0,0	0,0	0,0	0,0	0,0	0,0
Tpa_6083_1	11,0	6,0	51,0	5,0	14,0	11,0	0,0	0,0	10,0	3,0	16,0	9,0	2,0	2,0	4,0	0,0	1,0	18,0	0,0	14,0	0,0	16,0	5,0	1,0	1,0	2,0	19,0	1,0	3,0	2,0	0,0	0,0
Tpa_6137_1	0,4	0,0	2,3	0,0	0,0	0,2	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,2	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,2	0,0	0,0	0,0	0,0	0,0
Tpa_6139_1	26,0	6,0	50,0	0,0	2,1	6,7	0,0	0,0	2,0	1,0	2,0	6,0	0,0	4,0	2,0	2,0	0,0	7,0	0,0	2,0	0,0	3,0	3,0	0,0	1,0	0,0	3,0	1,0	0,0	0,0	1,0	0,0
Tpa_6150_1	6,0	2,0	6,0	1,0	5,0	3,1	0,0	0,0	4,0	0,0	3,0	2,0	0,0	5,0	2,0	3,0	0,0	2,8	1,0	2,4	0,0	4,0	0,0	0,0	0,0	1,0	13,0	0,0	0,0	1,2	0,0	0,0
Tpa_6158_1	32,24	16,0	78,0	9,0	21,0	14,0	0,0	0,0	11,0	0,0	12,0	13,0	1,0	6,0	9,0	5,1	3,0	22,0	0,0	15,0	0,0	6,0	1,0	0,0	5,0	4,0	57,0	0,0	1,0	1,2	0,0	1,0
Tpa_6169_1	0,55	0,12	0,127	0,2	0,17	0,16	0,1	0,0	2,4	0,0	0,8	0,10	0,0	0,1	0,8	0,10	0,0	0,14	0,1	0,3	0,0	2,4	0,2	0,1	0,1	0,1	12,15	0,1	0,6	0,0	0,1	0,0
Tpa_6172_1	0,22	0,10	0,68	0,0	0,2	0,16	0,0	0,0	0,0	0,0	0,2	0,7	0,0	0,3	0,1	0,5	0,0	0,4	0,1	1,0	0,1	0,2	0,0	0,0	0,1	0,1	0,12	0,0	0,4	0,0	0,0	0,0
Tpa_6204_1	0,0	0,0	0,0	0,0	0,2	0,0	0,0	0,0	0,1	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	1,1	0,0	0,0	0,0	0,1	0,0	0,0	1,1	0,0	0,0	0,0	0,0	0,0
Tpa_6220_1	7,12	2,3	27,61	1,0	8,0	7,0	1,0	0,1	3,0	0,1	8,0	4,0	1,0	1,3	0,0	0,5	0,0	6,1	0,0	4,0	0,0	1,0	0,0	2,0	0,0	2,0	6,14	1,0	5,0	0,0	1,0	0,0
Tpa_6222_1	0,0	0,0	0,6	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,1	0,0	0,0	0,1	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,1	0,0	0,0	0,0	0,0	0,0
Tpa_6224_1	0,15	0,2	0,17	0,0	1,1	0,4	0,1	0,0	0,1	0,0	0,1	0,2	0,0	0,2	0,3	0,1	0,0	0,5	0,0	1,0	0,2	0,0	0,0	0,0	0,1	0,0	0,3	0,0	0,0	0,1	0,0	0,0
Tpa_6265_1	5,0	5,0	3,0	8,0	19,0	3,0	0,0	0,0	1,0	0,0	6,0	0,2	1,0	0,0	4,0	0,0	0,0	6,0	3,0	4,1	1,0	0,2	1,0	3,0	1,3	1,0	2,7	2,0	1,0	1,1	0,0	0,0
Tpa_6270_1	4,3	1,0	12,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	1,0	2,0	0,0	0,0	0,0	2,1	0,0	1,1	0,0	0,0	0,0	1,0	0,0	0,0	0,0	0,0	0,0	1,0	1,0	0,0	0,0	0,0
Tpa_6321_1	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0
Tpa_6352_1	0,0	0,1	0,0	0,0	0,3	0,0	0,0	0,0	0,2	0,0	0,1	0,2	0,0	0,0	0,0	0,0	0,0	1,0	0,0	0,0	0,0	0,1	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0
Tpa_6355_1	0,1	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,1	0,0	0,0	0,0	0,0	0,0	0,1	0,0	0,0	0,0	0,0	0,0
Tpa_6384_1	0,0	0,1	0,0	0,1	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,1	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0
Tpa_6385_1	0,0	1,0	5,0	0,0	0,0	1,0	0,0	0,0	1,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	1,0	0,0	1,0	0,0	0,0	0,0	0,0	1,0	0,0	1,0	0,0	0,0	0,0
Tpa_6388_1	0,1	0,0	0,5	0,0	0,0	0,1	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,1	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0
Tpa_6391_1	7,0	1,2	27,0	0,0	0,1	0,1	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,2	0,0	1,0	1,0	1,0	0,0	0,0	0,0	0,0	0,0	0,0	0,1	0,0	0,0	0,0	0,0	0,0
Tpa_6411_1	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0
Tpa_6422_1	51,0	9,0	52,0	9,1	19,0	52,0	0,0	1,0	4,0	0,0	90,0	130,0	0,0	5,0	10,0	3,0	1,0	28,0	0,0	0,0	0,0	22,0	9,0	1,0	1,0	0,0	69,0	14,0	15,0	0,0	0,0	0,0
Tpa_6442_1	15,7	0,4	0,35	0,1	0,0	0,10	1,0	0,0	0,1	0,0	0,2	0,0	0,0	0,0	0,0	1,0	0,0	0,1	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,1	0,0	0,0	0,0	0,0	0,0
Tpa_6449_1	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0
Tpa_6451_1	0,5	0,9	0,3	0,2	0,6	0,3	0,1	0,0	0,5	0,2	0,4	0,2	0,1	0,4	0,6	0,3	0,1	0,13	0,0	0,11	0,1	0,4	0,0	0,1	0,0	0,1	2,4	0,2	0,1	0,4	0,0	0,0
Tpa_6453_1	3,0	1,0	6,0	0,0	2,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	3,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	2,2	0,0	0,0	0,0	0,0	0,0
Tpa_6487_1	13,0	5,0	28,0	5,0	13,0	13,0	0,0	0,0	5,0	0,0	4,0	3,0	0,0	3,0	1,0	3,0	0,0	12,0	1,0	4,0	0,0	4,0	3,0	0,0	2,0	1,0	17,0	2,0	4,0	0,0	0,0	0,0
Tpa_6493_1	10,0	1,0	10,0	2,0	1,0	2,0	0,0	0,0	2,0	0,0	2,0	0,0	0,0	3,0	1,0	2,0	0,0	12,0	0,0	5,0	0,0	1,0	0,0	0,0	0,0	0,0	6,0	3,0	1,0	1,0	0,0	0,0
Tpa_6511_1	2,718	0,218	404,401	3,241	0,408	0,323	0,92	0,3	0,370	0,98	0,583	2,884	0,114	0,424	0,401	0,201	0,32	1,319	0,72	423,386	0,38	0,495	1,104	0,6	1,90	0,205	1,1078	78,147	0,295	1,308	11,23	1,1
Tpa_6543_1	8,0	2,0	36,0	0,0	2,0	1,0	0,0	0,0	0,0	0,0	4,0	0,1	0,0	0,0	2,0	2,0	0,0	3,0	0,0	1,0	0,0	0,0	0,0	0,0	0,0	0,1	1,0	0,0	0,0	2,0	0,0	0,0
Tpa_6562_1	1,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0
Tpa_6565_1	1,214	0,77	1,203	0,38	0,156	0,133	0,13	0,1	1,185	0,111	0,215	177,152	0,61	0,174	0,187	0,74	0,23	0,151	0,121	0,376	0,39	0,220	0,67	0,3	0,96	0,80	0,399	1,62	0,95	0,91	0,11	0,0
Tpa_6586_1	0,0	0,1	0,5	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,1	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,1	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0
Tpa_6591_1	0,0	0,0	0,3	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,1	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,1	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0
Tpa_6604_1	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0
