	52507_184_S27_L001_R1_001	52507_212_S28_L001_R1_001	52507_240_S29_L001_R1_001	52507_271_S30_L001_R1_001	52507_351_S31_L001_R1_001	52507_356_S32_L001_R1_001	52507_362_S33_L001_R1_001	52507_385_S1_L001_R1_001	52507_392_S2_L001_R1_001	52507_397_S3_L001_R1_001	52507_401_S4_L001_R1_001	52507_406_S5_L001_R1_001	52507_407_S6_L001_R1_001	52507_411_S7_L001_R1_001	52507_413_S8_L001_R1_001	52507_414_S9_L001_R1_001	52507_415_S10_L001_R1_001	52507_418_S11_L001_R1_001	52507_422_S12_L001_R1_001	52507_425_S13_L001_R1_001	52507_429_S14_L001_R1_001	52507_431_S15_L001_R1_001	52507_440_S16_L001_R1_001	52507_442_S17_L001_R1_001	52507_445_S18_L001_R1_001	52507_465_S19_L001_R1_001	52507_467_S20_L001_R1_001	52507_472_S21_L001_R1_001	52507_473_S22_L001_R1_001	52507_477_S23_L001_R1_001	52507_479_S24_L001_R1_001	52507_484_S25_L001_R1_001	52507_485_S26_L001_R1_001	52508_002_S34_L001_R1_001	52508_004_S35_L001_R1_001	52508_011_S36_L001_R1_001	52508_014_S37_L001_R1_001	52508_017_S38_L001_R1_001	52508_019_S39_L001_R1_001	52508_022_S40_L001_R1_001	52508_024_S41_L001_R1_001	52508_025_S42_L001_R1_001	52508_027_S43_L001_R1_001	52508_031_S44_L001_R1_001	52508_033_S45_L001_R1_001	52508_036_S46_L001_R1_001	52508_039_S47_L001_R1_001	52508_040_S48_L001_R1_001	52508_043_S49_L001_R1_001	52508_046_S50_L001_R1_001	52508_047_S51_L001_R1_001	52508_052_S52_L001_R1_001	52508_056_S53_L001_R1_001	52508_062_S54_L001_R1_001	52508_064_S55_L001_R1_001	52508_065_S56_L001_R1_001	52508_069_S57_L001_R1_001	52508_070_S58_L001_R1_001	52508_078_S59_L001_R1_001	52508_079_S60_L001_R1_001	52508_086_S61_L001_R1_001	52508_087_S62_L001_R1_001	52508_088_S63_L001_R1_001	52508_090_S64_L001_R1_001	52508_091_S65_L001_R1_001	52508_101_S66_L001_R1_001	52508_105_S67_L001_R1_001	52508_106_S68_L001_R1_001	52508_111_S69_L001_R1_001	52508_114_S70_L001_R1_001	52508_115_S71_L001_R1_001	52508_117_S72_L001_R1_001	52508_119_S73_L001_R1_001	52508_127_S74_L001_R1_001	52508_129_S75_L001_R1_001	52508_131_S76_L001_R1_001	52508_134_S77_L001_R1_001	52508_135_S78_L001_R1_001	52508_139_S79_L001_R1_001	52508_143_S80_L001_R1_001	52508_145_S81_L001_R1_001	52508_149_S82_L001_R1_001	52508_156_S83_L001_R1_001	52508_157_S84_L001_R1_001	52508_158_S85_L001_R1_001	52508_167_S86_L001_R1_001	52508_168_S87_L001_R1_001	52508_173_S88_L001_R1_001	52508_174_S89_L001_R1_001	52508_176_S90_L001_R1_001	52508_179_S91_L001_R1_001	52508_182_S92_L001_R1_001	52508_183_S93_L001_R1_001	52508_189_S94_L001_R1_001	52508_201_S95_L001_R1_001
Tpa_6391_1	51,0	671,1	8,0	254,0	48,0	213,0	4,0	4,0	1,0	3,3	0,0	9,0	0,0	4,0	20,0	1,0	6,5	11,0	1,0	4,0	3,0	4,6	11,0	11,0	24,0	14,0	32,0	4,0	32,0	4,0	17,0	25,0	35,0	1,2	1,0	667,0	1,0	101,0	1,0	1,0	1,0	1,0	8,3	8,0	2,0	24,17	0,0	4,0	3,0	4,0	2,0	22,0	1,0	2,0	2,0	17,0	24,0	1,0	3,0	70,0	2,0	8,0	68,0	31,0	4,0	1,0	26,0	9,9	1,0	0,0	0,1	0,0	11,6	269,0	0,1	4,0	2,0	0,0	4,1	2,0	0,0	39,18	18,0	21,0	3,0	0,0	1,0	11,0	65,0	8,0	2,0	0,0	5,0	1,0	0,0
Tpa_6411_1	0,1	0,14	0,0	0,1	0,0	0,5	0,0	0,0	0,0	0,1	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,1	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,1	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,21	0,0	0,1	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,1	0,0	0,0	0,0	0,0	0,0	0,1	0,0	0,0	0,0	0,0	0,1	0,0	0,0	0,0	0,0	0,0	0,0	0,1	0,0	0,1	0,0	0,0	0,0	0,0	0,0	0,0	0,1	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0
Tpa_6422_1	9,0	351,0	6,0	56,0	15,0	88,0	2,0	4,0	2,0	1,0	0,0	7,0	0,0	1,0	7,0	0,0	14,0	6,0	4,0	2,0	1,0	6,0	4,0	0,0	38,0	9,0	11,0	1,0	5,0	5,0	3,0	1,0	25,1	10,0	0,0	331,0	2,0	16,0	3,0	0,0	1,0	0,0	5,0	3,0	3,0	57,0	0,0	4,0	2,0	3,0	1,0	3,0	1,0	1,0	2,0	10,0	9,0	5,0	5,0	19,0	0,0	1,0	11,0	47,0	1,0	1,0	14,0	6,0	0,0	1,0	1,0	0,0	6,0	25,0	0,0	3,0	2,0	2,0	10,0	1,0	2,0	16,0	13,0	6,0	1,0	0,0	1,0	7,0	37,0	5,0	0,0	0,0	2,0	1,0	0,0
Tpa_6442_1	0,794	2,3961	0,28	1747,1321	0,450	1,1804	0,74	0,38	8,12	0,110	0,0	1,33	0,0	0,27	0,39	0,3	0,107	0,53	0,5	0,3	0,16	38,43	0,65	0,221	0,284	0,436	0,181	7,7	2,673	0,16	0,235	0,248	0,96	0,32	0,8	0,3076	0,5	1295,988	0,10	0,5	0,4	0,1	0,69	0,12	0,71	306,264	0,15	0,18	0,38	0,16	0,20	0,117	0,21	0,11	0,4	0,70	0,146	0,23	0,23	0,1206	0,6	0,69	0,725	0,391	0,13	0,4	0,158	0,59	0,4	0,3	0,6	0,4	0,72	0,2560	0,39	0,29	0,14	0,2	0,27	0,27	0,5	1,855	0,121	0,702	0,24	0,1	0,4	0,35	1,959	0,27	0,8	0,7	0,49	0,23	0,5
Tpa_6445_1	0,0	0,12	0,0	0,1	0,0	0,1	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,1	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,6	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,1	0,1	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,2	0,0	0,1	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0
Tpa_6449_1	0,1	0,44	0,0	0,5	0,3	0,3	0,1	0,0	0,0	0,1	0,0	0,2	0,0	0,0	0,1	0,0	0,3	0,2	0,0	0,0	0,0	0,0	0,0	0,0	0,1	0,0	0,0	0,0	0,1	0,0	0,1	0,3	0,3	0,0	0,0	0,38	0,0	0,4	0,0	0,0	0,0	0,0	0,1	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,1	0,0	0,0	0,0	0,0	0,2	0,1	0,1	0,0	0,2	0,0	0,0	0,0	0,0	0,0	0,0	0,1	0,0	0,0	0,0	0,0	0,0	0,1	0,9	0,0	0,0	0,0	0,0	0,2	0,0	0,0	0,3	0,2	0,2	0,0	0,0	0,0	0,0	0,10	0,2	0,0	0,0	0,0	0,0	0,0
Tpa_6451_1	0,2	0,126	0,0	0,7	0,13	0,17	0,1	0,1	0,0	0,0	0,0	0,2	0,0	0,0	0,1	0,0	0,5	0,3	0,0	0,0	0,1	0,2	0,2	0,0	0,1	0,0	0,3	0,1	0,2	0,2	0,0	0,4	0,18	0,0	0,0	0,63	0,0	0,6	0,1	0,0	0,0	0,0	0,1	0,1	0,0	0,3	0,0	0,0	0,0	0,0	0,2	0,4	0,1	0,2	0,0	0,4	0,2	0,1	0,0	0,6	0,0	0,0	0,0	0,3	0,0	0,0	1,3	0,5	0,0	0,0	0,1	0,0	0,1	0,2	0,1	0,0	0,0	0,0	0,0	0,2	0,0	0,6	0,5	0,2	0,2	0,0	0,1	0,2	0,9	0,1	0,0	0,0	0,1	0,1	0,0
Tpa_6453_1	28,0	555,0	5,0	164,0	62,0	117,0	2,0	0,3	2,0	8,0	0,0	7,0	0,0	13,0	9,0	0,0	22,0	0,12	2,0	2,0	2,0	11,4	3,0	16,0	25,0	23,8	12,0	2,1	23,0	2,0	7,0	12,6	39,0	3,0	0,0	435,0	0,0	76,0	1,0	3,0	1,0	0,0	15,0	1,0	2,1	13,0	0,0	0,3	5,0	1,0	2,0	20,0	1,0	3,0	0,0	12,0	20,0	2,0	2,0	32,0	0,0	5,0	30,0	17,0	0,0	4,0	22,0	15,0	0,1	1,0	3,0	0,0	9,0	82,0	1,0	5,0	0,1	0,0	6,0	2,0	1,0	56,0	8,8	15,0	2,0	0,0	1,0	4,5	85,0	9,0	2,0	0,0	6,0	5,0	1,0
Tpa_6487_1	50,0	1554,1	7,0	93,0	47,0	199,0	11,0	5,0	8,0	14,0	0,0	12,0	0,0	5,0	9,0	2,0	26,0	22,0	10,0	1,0	2,0	18,0	17,0	34,0	29,0	23,0	20,0	1,0	21,0	8,0	12,0	21,0	55,0	10,0	0,0	1156,0	0,0	113,0	3,0	3,0	0,0	1,0	13,0	0,2	9,0	2,1	1,1	2,0	9,0	8,0	6,0	58,0	5,0	6,0	4,0	8,0	30,0	7,0	5,0	87,0	1,0	11,0	39,0	18,0	7,0	3,0	40,0	16,0	0,0	0,0	4,0	3,0	35,0	73,0	12,0	10,18	6,0	2,0	9,0	1,11	2,0	9,0	24,0	31,0	3,0	0,0	3,0	15,0	47,0	8,0	3,0	0,0	6,0	7,0	1,0
Tpa_6493_1	10,0	255,218	8,0	63,0	78,0	145,1	4,0	1,0	2,0	1,0	0,0	6,0	0,0	7,0	5,0	1,0	45,0	10,0	4,0	4,0	4,0	7,0	5,0	5,0	23,0	5,5	7,0	0,0	4,0	4,0	6,0	18,0	63,0	3,0	0,0	235,231	0,0	9,1	0,0	0,0	1,0	0,0	3,0	0,0	1,0	8,0	2,0	2,0	14,0	9,0	3,0	10,0	0,0	3,0	1,0	15,0	14,0	6,0	5,0	20,0	0,0	4,0	17,0	24,0	1,0	1,0	36,0	21,0	0,0	0,0	4,0	0,0	7,0	106,0	1,0	4,0	2,0	0,0	4,4	0,0	1,0	59,0	23,0	5,0	2,0	0,0	0,0	13,0	30,60	13,1	5,0	0,0	4,0	6,0	0,0
Tpa_6511_1	0,41	1,651	3,0	0,230	0,30	0,139	0,6	0,5	0,4	0,11	0,0	0,6	0,0	0,7	1,8	0,2	0,10	1,5	0,1	0,0	0,0	0,21	0,7	0,22	0,9	0,28	0,12	3,1	0,40	0,4	0,14	0,20	0,21	0,4	0,1	0,542	0,0	1,186	0,2	0,1	0,0	0,0	0,8	0,1	0,5	11,13	0,0	3,0	0,4	0,2	0,3	0,27	0,3	0,2	0,0	0,12	0,12	0,0	0,7	0,97	0,1	2,1	0,43	0,29	0,5	0,2	0,10	0,11	0,1	0,0	0,2	0,0	0,12	0,198	0,7	0,7	0,1	0,0	0,2	0,5	0,0	0,34	0,21	0,43	0,1	0,0	0,0	0,7	42,39	0,2	0,1	0,0	0,2	0,3	0,0
Tpa_6528_1	0,6	0,177	0,1	0,36	0,14	0,57	0,2	0,1	0,0	2,4	0,0	0,1	0,0	0,1	0,0	0,0	0,8	0,4	0,1	0,0	0,1	0,0	0,7	0,6	0,2	1,3	1,0	0,1	0,4	0,1	0,0	2,0	0,5	0,6	0,0	0,102	0,0	0,31	0,1	0,0	0,0	0,0	0,1	0,2	0,1	1,5	0,0	0,1	0,3	0,0	0,0	0,6	0,3	0,0	0,2	0,10	0,11	0,0	0,3	0,4	0,0	0,5	0,9	0,4	0,1	0,0	0,2	0,6	0,0	0,0	0,1	0,0	0,2	0,14	0,1	0,0	0,0	0,0	0,4	0,0	0,0	0,5	0,0	0,20	0,1	0,0	0,0	0,2	0,2	0,2	0,1	0,0	0,4	0,0	0,0
Tpa_6543_1	2,0	22,21	0,0	4,2	2,2	6,0	1,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	1,0	0,0	0,0	0,0	0,0	0,0	0,0	1,0	0,0	1,0	3,0	1,0	0,0	2,0	0,0	1,0	0,0	0,0	4,0	1,0	0,0	15,24	0,0	0,1	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	1,0	0,0	1,0	1,0	0,0	0,0	0,0	0,0	1,0	0,0	0,0	1,0	0,0	0,0	1,2	2,0	0,0	0,0	1,0	1,0	1,0	0,0	0,0	0,0	0,0	10,0	0,0	0,0	1,0	0,0	0,0	0,0	0,0	3,0	3,0	1,0	0,0	0,0	0,0	0,1	2,0	0,0	0,0	0,0	0,0	0,0	0,0
Tpa_6562_1	74,0	359,0	5,0	329,0	67,0	102,0	2,0	9,0	3,0	3,0	0,0	6,0	0,0	5,0	6,0	0,0	21,0	14,0	2,0	1,0	3,0	6,0	15,0	27,0	29,0	48,0	17,0	2,0	49,0	4,0	6,0	36,0	27,0	4,0	0,0	326,0	1,0	209,0	2,0	1,0	1,0	1,0	10,0	0,0	6,0	43,0	0,0	5,0	9,0	3,0	2,0	30,1	1,0	2,0	3,0	16,0	14,0	5,0	13,0	105,0	0,0	0,0	50,0	54,0	3,0	1,0	19,0	17,0	0,0	1,0	4,0	0,0	15,0	239,0	1,0	5,0	1,0	0,0	2,0	3,0	0,0	91,0	24,0	48,0	1,0	0,0	0,0	8,0	102,0	7,0	4,0	1,0	9,0	4,0	0,0
Tpa_6565_1	1,196	1,378	0,3	200,169	0,127	0,95	0,4	0,3	0,2	0,8	0,0	0,14	0,0	0,2	0,30	0,1	1,42	0,14	0,0	0,3	0,0	0,19	0,14	1,23	0,54	0,22	0,15	0,0	0,116	0,10	0,56	0,64	0,42	0,11	0,0	0,203	0,1	74,67	0,3	0,1	0,2	0,0	0,16	0,1	0,5	0,216	0,4	0,2	7,4	0,4	0,2	0,20	0,2	0,0	0,1	0,9	0,21	0,7	0,7	0,53	0,1	0,12	0,332	25,27	0,2	0,0	0,67	0,17	0,0	0,2	0,3	0,2	0,5	0,514	0,10	0,2	0,1	0,0	0,1	0,4	0,5	0,391	0,35	0,39	0,6	0,0	0,0	0,8	0,267	0,12	0,3	0,3	0,12	0,5	0,3
Tpa_6586_1	0,21	0,246	0,0	0,127	0,37	0,73	0,3	0,1	0,0	0,1	0,0	0,6	0,2	0,2	0,11	0,0	0,14	0,6	0,1	0,0	0,2	1,3	0,2	0,5	0,14	0,12	0,2	0,0	0,6	0,0	0,9	0,10	0,18	0,5	0,0	0,267	0,1	0,30	0,0	0,0	0,1	0,1	0,5	0,1	0,1	0,13	0,0	0,1	0,1	0,2	0,0	0,10	0,1	0,0	0,0	0,3	0,11	0,2	0,0	0,7	0,0	0,3	1,32	0,16	0,1	0,0	1,16	0,6	0,0	0,0	0,0	0,1	0,6	0,251	0,0	0,1	0,0	0,0	0,2	0,2	0,1	0,37	0,9	0,12	0,1	0,0	0,0	0,5	0,65	0,7	0,0	0,2	0,6	0,3	0,0
Tpa_6591_1	0,64	0,1251	3,2	0,327	0,85	0,303	9,0	0,9	0,1	0,7	0,1	0,14	0,0	0,4	0,21	0,0	21,15	0,18	0,3	0,2	0,2	0,14	0,10	0,34	0,49	0,34	0,25	1,1	0,25	3,1	15,7	0,37	0,77	0,10	0,0	0,1055	0,1	1,128	0,1	0,2	0,2	0,2	0,14	0,4	0,10	27,26	0,4	0,7	0,10	3,6	0,8	0,48	0,3	2,0	2,2	7,18	15,14	0,6	0,7	0,86	0,1	0,8	0,101	0,34	0,3	0,1	0,32	0,29	0,1	0,1	1,3	0,0	11,7	0,431	0,10	5,4	0,4	0,1	0,7	0,3	1,1	0,107	0,43	21,17	0,7	0,0	0,2	0,21	0,157	0,11	0,3	0,4	6,4	0,7	0,0
Tpa_6604_1	0,0	0,6	0,0	0,0	0,0	0,0	0,0	0,1	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,1	0,0	0,0	0,0	0,3	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,1	0,0	0,0	0,1	0,0	0,0	0,0	0,0	0,0	0,0	0,1	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,1	0,0	0,0	0,0	0,0	0,0	0,2	0,0	0,0	0,0	0,0	0,0	0,0
Tpa_6611_1	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0
Tpa_6630_1	54,57	330,315	3,0	233,213	81,0	0,85	2,5	4,3	1,0	3,0	1,0	13,0	0,0	6,1	8,7	0,0	20,12	8,8	1,0	3,0	3,0	6,0	4,1	40,0	44,0	44,0	21,23	0,0	45,1	2,3	16,0	0,47	50,0	11,2	0,1	365,277	1,0	114,96	4,0	1,0	1,1	2,0	0,18	1,0	3,6	42,0	0,0	2,0	1,4	0,1	4,0	26,18	7,0	0,4	1,1	20,0	13,15	2,0	3,0	32,0	0,0	2,1	146,0	74,0	1,0	2,0	40,0	19,0	0,0	0,0	8,0	0,3	18,0	808,3	0,2	5,0	5,0	0,0	7,8	5,0	2,0	146,0	11,11	36,25	7,0	0,0	0,0	9,0	215,0	6,0	2,0	1,3	11,0	9,0	0,0
Tpa_6654_1	3,0	43,53	1,0	11,0	10,0	8,0	0,1	1,0	0,0	0,0	0,0	2,0	0,0	0,0	0,0	0,0	4,0	2,0	0,0	0,0	0,0	1,0	1,0	3,0	2,0	1,0	0,0	0,0	2,0	4,0	1,0	2,0	8,0	2,0	0,0	21,18	1,0	2,0	2,0	0,0	0,0	0,0	1,0	0,0	1,0	1,0	0,0	1,0	2,0	1,0	1,0	1,0	0,0	0,0	1,0	3,0	4,0	1,0	0,0	0,3	0,0	1,0	3,0	1,0	0,0	1,0	1,1	2,0	0,0	0,0	0,0	1,0	3,0	5,0	0,0	2,0	1,0	0,0	1,1	1,0	0,0	1,0	3,0	1,0	1,0	0,0	0,0	2,0	5,0	1,0	0,0	0,0	2,0	2,0	0,0
Tpa_6683_1	0,0	6,0	0,0	5,0	1,0	1,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	3,0	0,0	1,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	1,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	6,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	3,0	1,0	0,0	0,0	0,0	0,0	0,0	1,0	0,0	0,0	0,0	0,0	0,0	0,0
Tpa_6687_1	5,0	196,0	2,1	0,31	13,0	38,0	1,0	0,0	0,0	1,0	0,0	1,0	0,0	0,0	3,0	0,0	8,0	6,0	1,0	0,0	1,0	0,3	6,0	3,0	5,0	7,0	4,0	0,0	0,1	3,0	1,3	6,0	9,0	4,0	1,0	193,1	1,0	0,11	0,0	0,0	0,0	0,0	1,0	0,0	0,0	1,1	0,0	0,0	0,3	1,1	0,0	1,0	1,0	0,0	0,1	7,0	2,0	0,0	2,0	0,13	0,0	1,0	7,0	8,0	1,0	0,0	4,3	8,0	0,0	0,1	1,0	0,0	0,2	8,0	2,0	0,0	0,0	0,0	2,3	0,0	0,0	0,10	7,0	10,0	0,0	0,0	1,0	4,0	13,0	4,0	0,0	0,0	1,0	1,0	0,0
Tpa_6689_1	194,0	671,1	3,0	475,1	50,64	152,0	8,0	7,6	1,0	11,0	0,1	5,4	0,0	8,0	36,0	1,0	41,0	19,0	1,1	3,0	1,3	26,0	11,0	69,0	58,0	44,0	24,0	8,0	123,0	14,0	35,0	93,0	43,0	14,0	2,0	462,0	1,0	232,0	2,0	2,0	2,0	1,0	21,0	3,2	8,0	73,104	6,0	1,0	15,0	0,0	3,0	23,0	4,0	2,0	2,0	4,0	41,0	1,0	2,0	135,0	3,0	5,0	301,1	79,1	3,0	0,0	69,0	23,0	0,0	0,0	5,0	1,0	10,0	2,951	7,0	10,5	1,0	0,0	13,0	11,0	0,0	159,229	34,0	45,0	4,0	0,0	0,1	10,0	310,0	8,3	4,0	2,1	5,0	9,0	1,0
Tpa_6713_1	120,0	0,1264	13,0	457,0	99,0	394,0	9,0	14,0	0,5	14,0	2,0	14,0	0,0	8,0	28,0	1,0	45,0	23,0	5,0	2,0	3,0	30,0	18,0	38,0	62,0	29,16	23,13	6,0	75,1	9,0	28,0	87,0	71,0	16,0	2,0	0,1038	5,0	135,0	1,0	5,0	1,0	1,1	12,12	1,0	11,0	92,0	2,0	8,0	10,0	6,0	3,0	40,0	6,0	2,5	1,0	32,0	41,0	8,0	11,0	87,0	1,1	5,9	62,49	35,33	6,0	3,1	57,0	22,23	0,0	2,0	5,0	0,0	27,0	520,2	6,0	6,8	2,0	0,0	7,8	8,0	4,0	172,0	44,1	32,0	6,0	1,0	0,0	5,5	229,2	15,0	3,0	0,0	14,0	15,0	1,0
Tpa_6733_1	41,0	1535,1	10,0	58,75	76,0	188,0	11,0	7,0	2,0	7,8	1,1	17,0	1,0	5,0	16,0	0,0	40,0	13,0	3,0	2,0	11,0	32,0	7,9	28,0	49,0	21,0	34,0	6,0	22,0	9,0	6,0	29,0	62,0	10,0	1,0	1465,1	0,0	59,69	4,0	1,0	1,0	0,0	15,0	8,0	14,0	21,0	2,0	3,0	15,0	4,0	2,0	31,32	6,0	4,0	2,0	42,0	43,0	0,0	7,0	43,43	0,0	9,0	21,0	33,0	6,0	1,1	37,0	26,0	1,0	0,0	7,0	2,0	28,0	114,0	4,0	21,0	2,0	0,0	1,4	8,0	3,0	41,0	36,0	39,0	4,0	0,0	1,0	13,8	116,0	7,0	5,0	0,0	14,0	12,0	1,0
Tpa_6768_1	0,428	1002,1209	0,20	1,2434	0,322	0,878	0,42	0,33	0,20	11,18	0,2	0,43	0,1	0,20	0,92	0,0	0,100	0,39	0,5	0,9	10,13	0,73	0,36	0,149	0,232	0,241	1,176	0,11	1,418	0,30	0,124	0,236	0,154	0,27	0,5	839,1084	0,5	0,1122	0,10	0,5	0,3	0,5	0,48	0,8	0,39	0,293	0,9	0,7	0,26	0,10	0,7	0,73	0,10	0,15	0,10	0,59	0,83	1,17	0,45	0,354	0,4	0,29	1,665	0,282	0,7	0,8	0,131	0,44	0,4	0,3	0,7	0,1	0,42	2,3925	0,33	0,21	0,8	0,2	0,38	0,10	0,9	207,274	0,102	0,192	6,14	0,0	0,9	0,38	275,452	0,38	0,16	0,3	0,40	0,14	0,3
Tpa_6773_1	0,399	1,2261	0,19	1,1654	0,440	1,1334	0,20	5,19	0,24	0,13	0,3	0,35	0,4	0,13	0,76	0,2	1,197	0,65	0,9	0,26	0,22	0,92	0,49	0,80	25,88	0,181	0,52	0,20	0,130	0,33	0,81	0,193	0,193	0,44	0,0	3,3257	0,5	0,396	0,11	0,3	0,10	0,6	0,39	0,8	0,28	0,341	0,16	0,23	0,59	0,20	0,12	0,67	0,13	2,16	0,8	0,69	0,114	0,35	0,23	1,236	0,2	0,52	0,323	0,172	0,5	0,5	0,201	1,92	0,3	0,3	0,11	0,3	0,57	1,1914	0,21	0,18	0,6	0,3	0,36	0,15	0,4	0,518	0,136	0,104	0,14	0,0	0,4	0,66	2,1499	18,43	0,13	0,2	0,42	0,48	0,2
Tpa_6774_1	68,1	728,0	3,0	379,3	71,0	245,0	9,0	11,0	10,0	3,0	0,0	11,0	0,0	9,0	17,0	4,0	33,0	12,0	4,0	3,0	7,0	21,0	8,0	20,0	45,0	33,0	23,0	6,0	35,0	7,0	16,0	35,0	44,0	10,0	1,0	787,1	1,0	148,0	1,0	2,0	0,0	2,0	21,0	3,0	10,0	82,0	3,0	8,0	6,0	3,0	4,0	30,0	3,0	3,0	2,0	26,0	31,0	7,0	10,0	49,0	0,0	15,0	153,0	35,0	5,0	0,0	56,0	28,0	0,0	0,0	1,0	0,0	14,0	694,1	3,0	9,0	5,0	1,0	9,0	3,0	3,0	141,0	21,0	43,0	11,0	0,0	0,0	12,0	129,1	4,0	6,0	0,0	12,0	0,0	0,0
Tpa_6786_1	234,0	993,1	11,0	1188,0	312,1	148,0	10,0	14,0	3,2	29,0	1,0	14,0	0,0	12,0	39,0	0,0	62,0	27,0	3,0	8,0	6,0	46,0	16,0	218,0	210,0	98,1	362,1	6,0	185,0	12,0	65,0	123,0	91,0	9,0	7,0	864,1	4,0	643,0	4,0	0,0	2,0	5,0	31,0	6,0	22,0	340,0	7,0	4,0	22,0	5,0	8,0	46,0	4,0	5,0	5,0	29,0	53,0	6,0	23,0	98,116	2,0	25,0	973,0	326,0	5,0	1,0	38,46	37,0	0,0	1,0	4,0	1,0	26,0	1953,1	13,0	10,0	5,0	1,0	12,0	11,0	6,0	1463,1	70,0	223,0	14,0	0,0	1,0	20,0	874,1	22,0	8,0	8,0	22,0	11,0	0,0
Tpa_6814_1	25,35	0,833	2,0	0,243	0,110	0,171	0,8	0,4	0,4	0,6	0,1	0,10	0,1	7,8	14,9	0,0	38,28	0,18	0,1	0,3	0,3	0,21	0,9	0,30	0,45	0,23	0,17	3,7	0,25	5,4	0,12	20,22	0,84	0,10	0,1	1,874	0,1	0,92	0,1	0,0	0,2	0,4	0,6	0,3	0,8	0,40	0,0	8,0	0,12	0,6	0,9	15,20	0,4	0,3	0,4	0,18	1,23	0,6	0,8	0,32	0,0	0,11	0,91	46,0	0,2	0,2	23,22	0,30	0,2	1,1	0,4	0,0	11,6	0,505	3,1	0,7	0,1	0,0	0,8	0,2	2,2	1,116	0,40	0,25	0,5	0,0	0,0	0,18	1,149	0,15	0,1	0,0	0,8	0,10	0,1
